date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:47	14235/14235	---M-Z	200	added ('OK')	text/css	etag:%222581e2e-379b-5f2de540d771c-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/text-animations.min2acc.css	(from https://axium.solutions/)
11:59:48	265810/265810	---M-Z	200	added ('OK')	text/css	etag:%222581e26-40e52-5f2de540d05d3-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/frontend.min2acc.css	(from https://axium.solutions/)
11:59:49	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%2225426d9-e7d0-5f2de53adfd26-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min2acc.css	(from https://axium.solutions/)
11:59:51	13517/13517	---MC-	200	added ('OK')	text/css	date:Fri,%2013%20Oct%202023%2018:59:50%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CPoppins%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CLato%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7COpen+Sans%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=swap&ver=6.1.1	/Users/arnav/websites/Axium/fonts.googleapis.com/css161a.css	(from https://axium.solutions/)
11:59:51	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%2225426df-e238-5f2de53ae62b7-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://axium.solutions/)
11:59:52	669/669	---M-Z	200	added ('OK')	text/css	etag:%2225426e3-29d-5f2de53ae9197-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://axium.solutions/)
11:59:53	89684/89684	---M-Z	200	added ('OK')	application/javascript	etag:%2225a2f13-15e54-5f2de54c0c296-gzip%22	https://axium.solutions/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	/Users/arnav/websites/Axium/axium.solutions/wp-includes/js/jquery/jquery.mina7a0.js	(from https://axium.solutions/)
11:59:54	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2018:59:54%20GMT	https://fonts.gstatic.com/	/Users/arnav/websites/Axium/fonts.gstatic.com/index.html	(from https://axium.solutions/)
11:59:54	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%2225a2f0b-2bd8-5f2de54bfcc7d-gzip%22	https://axium.solutions/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/Users/arnav/websites/Axium/axium.solutions/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://axium.solutions/)
11:59:56	63644/63644	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2018:59:55%20GMT	https://axium.solutions/wp-json/wp/v2/pages/2274	/Users/arnav/websites/Axium/axium.solutions/wp-json/wp/v2/pages/2274.json	(from https://axium.solutions/)
11:59:57	804/804	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2018:59:57%20GMT	https://axium.solutions/xmlrpc.php?rsd	/Users/arnav/websites/Axium/axium.solutions/xmlrpc0db0.php	(from https://axium.solutions/)
11:59:58	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%2225a3015-415-5f2de54e27b98-gzip%22	https://axium.solutions/wp-includes/wlwmanifest.xml	/Users/arnav/websites/Axium/axium.solutions/wp-includes/wlwmanifest.xml	(from https://axium.solutions/)
11:59:59	189905/189905	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2018:59:57%20GMT	https://axium.solutions/wp-json/	/Users/arnav/websites/Axium/axium.solutions/wp-json/index.html	(from https://axium.solutions/)
12:00:00	2337/2337	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2018:59:59%20GMT	https://axium.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faxium.solutions%2F	/Users/arnav/websites/Axium/axium.solutions/wp-json/oembed/1.0/embed812b.json	(from https://axium.solutions/)
12:00:00	2409/2409	---M-Z	200	added ('OK')	text/xml	date:Fri,%2013%20Oct%202023%2019:00:00%20GMT	https://axium.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faxium.solutions%2F&format=xml	/Users/arnav/websites/Axium/axium.solutions/wp-json/oembed/1.0/embedbaae	(from https://axium.solutions/)
12:00:01	622/622	---M--	200	added ('OK')	image/png	etag:%2225a2721-26e-5f3ee75fced60%22	https://axium.solutions/wp-content/uploads/2021/12/cropped-cropped-logo-no-background-1-32x32.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/12/cropped-cropped-logo-no-background-1-32x32.png	(from https://axium.solutions/)
12:00:02	3285/3285	---M--	200	added ('OK')	image/png	etag:%2225a26df-cd5-5f3ee75fced60%22	https://axium.solutions/wp-content/uploads/2021/12/cropped-cropped-logo-no-background-1-192x192.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/12/cropped-cropped-logo-no-background-1-192x192.png	(from https://axium.solutions/)
12:00:03	3084/3084	---M--	200	added ('OK')	image/png	etag:%2225a26e3-c0c-5f3ee75fced60%22	https://axium.solutions/wp-content/uploads/2021/12/cropped-cropped-logo-no-background-1-180x180.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/12/cropped-cropped-logo-no-background-1-180x180.png	(from https://axium.solutions/)
12:00:04	42677/42677	---M--	200	added ('OK')	image/png	etag:%2225a26f4-a6b5-5f2de54657ec7%22	https://axium.solutions/wp-content/uploads/2021/12/logo-white-removebg-preview-1.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/12/logo-white-removebg-preview-1.png	(from https://axium.solutions/)
12:00:05	2786/2786	---M--	200	added ('OK')	image/webp	etag:%2225a36c0-ae2-5f40f77694611%22	https://axium.solutions/wp-content/uploads/elementor/thumbs/slack-logo-q1s5m035cwc2ho7pv3pr4fg8iglifmmj43ph3htlog.webp	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/elementor/thumbs/slack-logo-q1s5m035cwc2ho7pv3pr4fg8iglifmmj43ph3htlog.webp	(from https://axium.solutions/)
12:00:06	74942/74942	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2019:00:06%20GMT	https://axium.solutions/our-testing-philosophy/	/Users/arnav/websites/Axium/axium.solutions/our-testing-philosophy/index.html	(from https://axium.solutions/)
12:00:07	2438/2438	---M--	200	added ('OK')	image/webp	etag:%2225a36b8-986-5f40fc592cb3e%22	https://axium.solutions/wp-content/uploads/elementor/thumbs/Airtable_Logo-q1s6mg9udm8cpb9p0uwxt8bpscxwx3btgifb1rs0e8.webp	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/elementor/thumbs/Airtable_Logo-q1s6mg9udm8cpb9p0uwxt8bpscxwx3btgifb1rs0e8.webp	(from https://axium.solutions/)
12:00:08	70999/70999	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2019:00:07%20GMT	https://axium.solutions/contact/	/Users/arnav/websites/Axium/axium.solutions/contact/index.html	(from https://axium.solutions/)
12:00:08	101391/101391	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2019:00:07%20GMT	https://axium.solutions/services/	/Users/arnav/websites/Axium/axium.solutions/services/index.html	(from https://axium.solutions/)
12:00:08	72237/72237	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2019:00:07%20GMT	https://axium.solutions/about/	/Users/arnav/websites/Axium/axium.solutions/about/index.html	(from https://axium.solutions/)
12:00:08	2696/2696	---M--	200	added ('OK')	image/webp	etag:%2225a36bf-a88-5f40f776926d1%22	https://axium.solutions/wp-content/uploads/elementor/thumbs/Box-Logo-q1s5m035cwc2ho7pv3pr4fg8iglifmmj43ph3htlog.webp	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/elementor/thumbs/Box-Logo-q1s5m035cwc2ho7pv3pr4fg8iglifmmj43ph3htlog.webp	(from https://axium.solutions/)
12:00:10	64625/64625	---M--	200	added ('OK')	image/png	etag:%2225a26b8-fc71-5f2de5460660f%22	https://axium.solutions/wp-content/uploads/2021/10/vector-11-e1634022754414.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/10/vector-11-e1634022754414.png	(from https://axium.solutions/)
12:00:11	69313/69313	---M--	200	added ('OK')	image/png	etag:%2225a26be-10ec1-5f2de5460854f%22	https://axium.solutions/wp-content/uploads/2021/10/vector-13-e1634022773641.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/10/vector-13-e1634022773641.png	(from https://axium.solutions/)
12:00:11	5038/5038	---M--	200	added ('OK')	image/png	etag:%2225a21b8-13ae-5f2de545fecf6%22	https://axium.solutions/wp-content/uploads/2021/10/icon-2.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/10/icon-2.png	(from https://axium.solutions/)
12:00:12	7214/7214	---M--	200	added ('OK')	image/png	etag:%2225a21bc-1c2e-5f2de545ff8ae%22	https://axium.solutions/wp-content/uploads/2021/10/icon-4.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/10/icon-4.png	(from https://axium.solutions/)
12:00:13	2857/2857	---M--	200	added ('OK')	image/png	etag:%2225a21be-b29-5f2de5460007e%22	https://axium.solutions/wp-content/uploads/2021/10/icon-5.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/10/icon-5.png	(from https://axium.solutions/)
12:00:14	5764/5764	---M--	200	added ('OK')	image/png	etag:%2225a21c2-1684-5f2de5460101e%22	https://axium.solutions/wp-content/uploads/2021/10/icon-7.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/10/icon-7.png	(from https://axium.solutions/)
12:00:15	38400/38400	---M--	200	added ('OK')	image/png	etag:%2225a26ed-9600-5f2de546557b6%22	https://axium.solutions/wp-content/uploads/2021/12/logo-no-background-1.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/2021/12/logo-no-background-1.png	(from https://axium.solutions/)
12:00:16	483/483	---M--	200	added ('OK')	image/png	etag:%2224e1762-1e3-603fe2d1b2d4d%22	https://axium.solutions/wp-content/plugins/wp-content-copy-protector/images/warning.png	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/wp-content-copy-protector/images/warning.png	(from https://axium.solutions/)
12:00:17	4724/4724	---M-Z	200	added ('OK')	text/css	etag:%222581e32-1274-5f2de540dc53c-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-link-animations.min2acc.css	(from https://axium.solutions/)
12:00:18	40935/40935	---M-Z	200	added ('OK')	text/css	etag:%222581e2a-9fe7-5f2de540d34b3-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/button-animations.min2acc.css	(from https://axium.solutions/)
12:00:19	32077/32077	---M-Z	200	added ('OK')	text/css	etag:%222581e30-7d4d-5f2de540da214-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-animations.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/wpr-animations.min2acc.css	(from https://axium.solutions/)
12:00:20	15485/15485	---M-Z	200	added ('OK')	text/css	etag:%222581e2c-3c7d-5f2de540d5bc4-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.min.css?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/animations/loading-animations.min2acc.css	(from https://axium.solutions/)
12:00:21	26053/26053	---M-Z	200	added ('OK')	text/css	etag:%222581e34-65c5-5f2de540dd0f4-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/aos/aos.min.css?ver=6.1.1	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/css/lib/aos/aos.min6a4d.css	(from https://axium.solutions/)
12:00:22	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%2225426ab-4824-5f2de53ab130a-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.9.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/lib/animations/animations.min2e46.css	(from https://axium.solutions/)
12:00:23	10565/10565	---M-Z	200	added ('OK')	application/javascript	etag:%222501ff3-2945-5f2de5383f718-gzip%22	https://axium.solutions/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.7.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/contact-form-7/includes/swv/js/index9f31.js	(from https://axium.solutions/)
12:00:24	12652/12652	---M-Z	200	added ('OK')	application/javascript	etag:%2224e2c76-316c-5f2de53832bf6-gzip%22	https://axium.solutions/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.7.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/contact-form-7/includes/js/index9f31.js	(from https://axium.solutions/)
12:00:25	44549/44549	---M-Z	200	added ('OK')	application/javascript	etag:%222581e93-ae05-5f2de5412e1dc-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles.js?ver=3.0.6	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/particles/particles7c45.js	(from https://axium.solutions/)
12:00:26	15408/15408	---M-Z	200	added ('OK')	application/javascript	etag:%222581e81-3c30-5f2de541199ba-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.min.js?ver=1.12.7	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/jarallax/jarallax.minf184.js	(from https://axium.solutions/)
12:00:27	17272/17272	---M-Z	200	added ('OK')	application/javascript	etag:%222581e91-4378-5f2de5412ca6c-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min.js?ver=1.0	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/parallax/parallax.min5152.js	(from https://axium.solutions/)
12:00:28	7922/7922	---M-Z	200	added ('OK')	application/javascript	etag:%2228a222b-1ef2-5f3ee75f1354e-gzip%22	https://axium.solutions/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min.js?ver=3.12.4	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/wp-smushit/app/assets/js/smush-lazy-load.min0567.js	(from https://axium.solutions/)
12:00:29	14243/14243	---M-Z	200	added ('OK')	application/javascript	etag:%222581e67-37a3-5f2de540fefef-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/aos/aos.min.js	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/aos/aos.min.js	(from https://axium.solutions/)
12:00:30	25604/25604	---M-Z	200	added ('OK')	application/javascript	etag:%222581e7b-6404-5f2de54110931-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/infinite-scroll/infinite-scroll.min.js?ver=3.0.5	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/infinite-scroll/infinite-scroll.min8d18.js	(from https://axium.solutions/)
12:00:31	17902/17902	---M-Z	200	added ('OK')	application/javascript	etag:%222581e97-45ee-5f2de541333e4-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/perfect-scrollbar/perfect-scrollbar.min.js?ver=0.4.9	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/lib/perfect-scrollbar/perfect-scrollbar.min70b1.js	(from https://axium.solutions/)
12:00:32	140075/140075	---M-Z	200	added ('OK')	application/javascript	etag:%222581e64-2232b-5f2de540fd87f-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min.js?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/frontend.min2acc.js	(from https://axium.solutions/)
12:00:33	11524/11524	---M-Z	200	added ('OK')	application/javascript	etag:%222581ea2-2d04-5f2de54153787-gzip%22	https://axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min.js?ver=1.3.60	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/royal-elementor-addons/assets/js/modal-popups.min2acc.js	(from https://axium.solutions/)
12:00:34	4957/4957	---M-Z	200	added ('OK')	application/javascript	etag:%2225425dd-135d-5f2de53aac8d1-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.9.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/js/webpack.runtime.min2e46.js	(from https://axium.solutions/)
12:00:35	31522/31522	---M-Z	200	added ('OK')	application/javascript	etag:%22254257f-7b22-5f2de53a57199-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.9.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/js/frontend-modules.min2e46.js	(from https://axium.solutions/)
12:00:36	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:%2225617d9-2fa6-5f2de53b66d5b-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://axium.solutions/)
12:00:37	21440/21440	---M-Z	200	added ('OK')	application/javascript	etag:%2225a2f28-53c0-5f2de54c24d20-gzip%22	https://axium.solutions/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	/Users/arnav/websites/Axium/axium.solutions/wp-includes/js/jquery/ui/core.min3f14.js	(from https://axium.solutions/)
12:00:38	40696/40696	---M-Z	200	added ('OK')	application/javascript	etag:%222542581-9ef8-5f2de53a5ac32-gzip%22	https://axium.solutions/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.9.2	/Users/arnav/websites/Axium/axium.solutions/wp-content/plugins/elementor/assets/js/frontend.min2e46.js	(from https://axium.solutions/)
12:00:39	1397/1397	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2019:00:39%20GMT	http://www.googletagmanager.com/robots.txt		(from https://axium.solutions/)
12:00:41	51/51	---MCZ	200	added ('OK')	text/plain	date:Fri,%2013%20Oct%202023%2019:00:40%20GMT	https://fonts.googleapis.com/robots.txt		(from https://axium.solutions/)
12:00:41	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2019:00:41%20GMT	https://fonts.gstatic.com/robots.txt		(from https://axium.solutions/)
12:00:43	65842/65842	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2019:00:42%20GMT	https://axium.solutions/our-testing-philosophy/location.href	/Users/arnav/websites/Axium/axium.solutions/our-testing-philosophy/location.href	(from https://axium.solutions/our-testing-philosophy/)
12:00:43	65794/65794	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2019:00:43%20GMT	https://axium.solutions/our-testing-philosophy/t	/Users/arnav/websites/Axium/axium.solutions/our-testing-philosophy/t	(from https://axium.solutions/our-testing-philosophy/)
12:00:44	65806/65806	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Oct%202023%2019:00:44%20GMT	https://axium.solutions/our-testing-philosophy/Silk	/Users/arnav/websites/Axium/axium.solutions/our-testing-philosophy/Silk	(from https://axium.solutions/our-testing-philosophy/)
12:00:45	8641/8641	---M-Z	200	added ('OK')	text/css	etag:%2225a327a-21c1-5f3ee7602dcf0-gzip%22	https://axium.solutions/wp-content/uploads/elementor/css/post-1331.css?ver=1674966473	/Users/arnav/websites/Axium/axium.solutions/wp-content/uploads/elementor/css/post-1331865f.css	(from https://axium.solutions/our-testing-philosophy/)
12:00:47	18788/18788	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2019:00:46%20GMT	https://axium.solutions/wp-json/wp/v2/pages/1331	/Users/arnav/websites/Axium/axium.solutions/wp-json/wp/v2/pages/1331.json	(from https://axium.solutions/our-testing-philosophy/)
12:00:49	2439/2439	---MC-	200	added ('OK')	application/json	date:Fri,%2013%20Oct%202023%2019:00:48%20GMT	https://axium.solutions/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faxium.solutions%2Four-testing-philosophy%2F	/Users/arnav/websites/Axium/axium.solutions/wp-json/oembed/1.0/embedde74.json	(from https://axium.solutions/our-testing-philosophy/)
12:00:49	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Oct%202023%2019:00:48%20GMT	https://axium.solutions/?p=1331	/Users/arnav/websites/Axium/axium.solutions/index4ac2.html	(from https://axium.solutions/our-testing-philosophy/)
